Customer ID,Gender,Age,Married,Dependents,Number of Dependents,Country,State,City,Zip Code,Latitude,Longitude,Population,Quarter,Referred a Friend,Number of Referrals,Tenure in Months,Offer,Phone Service,Avg Monthly Long Distance Charges,Multiple Lines,Internet Type,Avg Monthly GB Download,Online Security,Online Backup,Device Protection Plan,Premium Tech Support,Streaming TV,Streaming Movies,Streaming Music,Avg Monthly GB Streaming Movies,Avg Monthly GB Streaming Music,Avg Monthly GB Streaming TV,Unlimited Data,Contract,Paperless Billing,Payment Method,Monthly Charge,Total Charges,Total Refunds,Total Extra Data Charges,Total Long Distance Charges,Total Revenue,Customer Status,Churn Label,Churn Score,Churn Category,Churn Reason
4145-UQXUQ,Female,71.0,No,No,0.0,United States,CALIFORNIA,Berkeley,94710.0,37.872902,-122.303708,8157.0,q3,No,0.0,8.0,offer e,Yes,42.93,no,fiber optic,9.0,NO,No,YES,No,yes,Yes,NO,0,0,0,Yes,Month-to-Month,Yes,BANK WITHDRAWAL,92.1,729.95,0.0,0.0,343.44,1073.39,Churned,Yes,81.0,Competitor,Competitor had better devices
1236-WFCDV,Male,74.0,NO,no,0.0,United States,California,Greenbrae,94904.0,37.946617,-122.563571,12010.0,Q3,No,0.0,14.0,None,yes,11.31,No,FIBER OPTIC,24.0,No,No,No,No,YES,Yes,No,3,0,1,Yes,Month-to-Month,NO,CREDIT CARD,90.45,1266.1,0.0,0.0,158.34,1424.4399999999998,Churned,yes,96.0,Competitor,Competitor offered more data
1271-SJBGZ,Male,77.0,NO,No,0.0,united states,california,Forest Knolls,94933.0,38.010092,-122.689442,1025.0,Q3,No,0.0,12.0,none,No,0.0,no,DSL,10.0,no,NO,Yes,Yes,No,yes,No,0,0,1,Yes,Month-to-Month,Yes,BANK WITHDRAWAL,43.65,526.95,0.0,0.0,0.0,526.95,CHURNED,Yes,74.0,Competitor,Competitor had better devices
4441-nihpt,female,73.0,No,no,0.0,united states,california,freedom,95019.0,36.936228,-121.785559,4753.0,Q3,No,0.0,13.0,None,Yes,40.37,No,Fiber Optic,21.0,No,no,Yes,No,No,no,No,0,0,0,Yes,MONTH-TO-MONTH,Yes,Bank Withdrawal,74.3,940.35,0.0,0.0,524.81,1465.16,Churned,Yes,90.0,Competitor,Competitor had better devices
8999-bohse,FEMALE,68.0,No,No,428.0,united states,CALIFORNIA,GILROY,95020.0,37.03889,-121.528955,49968.0,q3,No,0.0,11.0,None,YES,3.96,NO,Fiber Optic,27.0,NO,NO,No,No,Yes,YES,No,0,3,0,YES,Month-to-Month,no,Bank Withdrawal,89.7,1047.7,0.0,0.0,43.56,1091.26,Churned,yes,89.0,Attitude,Attitude of support person
7029-RPUAV,male,74.0,Yes,No,0.0,UNITED STATES,CALIFORNIA,Los Gatos,95030.0,37.222842,-121.988727,13290.0,Q3,yes,1.0,17.0,None,YES,28.18,YES,Cable,16.0,No,No,yes,NO,yes,Yes,no,0,0,2,Yes,Month-to-Month,Yes,Credit Card,100.45,1622.45,0.0,0.0,479.06,2101.51,Churned,Yes,87.0,Competitor,Competitor offered more data
8111-SLLHI,male,65.0,Yes,NO,0.0,united states,California,SAN JOSE,95128.0,37.316146,-121.936285,32804.0,Q3,yes,1.0,39.0,None,Yes,33.25,yes,Fiber Optic,26.0,No,Yes,Yes,No,yes,Yes,Yes,0,0,0,Yes,MONTH-TO-MONTH,Yes,Bank Withdrawal,105.65,4284.8,0.0,0.0,1296.75,5581.55,churned,Yes,96.0,Attitude,Attitude of support person
5293-wxjak,Female,73.0,Yes,No,0.0,United States,california,san jose,95135.0,37.28682,-121.723877,15798.0,Q3,Yes,5.0,11.0,None,YES,17.25,yes,Fiber Optic,27.0,NO,No,Yes,yes,YES,Yes,no,0,0,3,YES,Month-to-Month,yes,Bank Withdrawal,104.05,1133.65,0.0,0.0,189.75,1323.4,Churned,Yes,82.0,Competitor,Competitor offered more data
4086-YQSNZ,Female,74.0,Yes,No,0.0,united states,California,Glencoe,95232.0,38.358464,-120.579304,21.0,Q3,Yes,1.0,3.0,Offer E,YES,3.29,No,Fiber Optic,9.0,No,No,No,no,Yes,no,No,2,0,1,Yes,month-to-month,YES,Bank Withdrawal,80.4,224.05,0.0,0.0,9.87,233.92,CHURNED,Yes,89.0,Attitude,Attitude of service provider
8399-YNDCH,male,80.0,no,No,0.0,United States,California,Columbia,95310.0,38.085839,-120.37855,2144.0,Q3,No,0.0,21.0,none,Yes,34.62,No,DSL,14.0,NO,No,Yes,No,yes,NO,no,0,0,0,Yes,Month-to-Month,yes,Bank Withdrawal,60.05,1236.15,0.0,0.0,727.02,1963.17,CHURNED,Yes,70.0,Competitor,Competitor had better devices
5565-filxa,Female,76.0,No,No,0.0,United States,california,Escondido,92027.0,33.141265,-116.967221,,Q3,No,3174.0,16.0,none,Yes,38.75,Yes,Fiber Optic,16.0,No,no,NO,no,yes,Yes,NO,2,0,3,yes,Month-to-Month,YES,Bank Withdrawal,96.15,1529.2,0.0,0.0,620.0,2149.2,CHURNED,Yes,96.0,Other,Don't know
4187-CINZD,female,73.0,No,NO,0.0,United States,California,lakewood,90712.0,33.840524,-118.148403,30173.0,Q3,No,0.0,46.0,None,yes,6.13,No,FIBER OPTIC,30.0,no,Yes,No,No,Yes,YES,No,2,0,1,Yes,One Year,No,Credit Card,95.25,4424.2,0.0,0.0,281.98,4706.18,Churned,Yes,90.0,Competitor,Competitor had better devices
6818-WOBHJ,Female,70.0,yes,No,0.0,united states,California,Fulton,95439.0,38.493888,-122.777141,476.0,q3,Yes,1.0,68.0,OFFER A,yes,24.13,Yes,Fiber Optic,24.0,NO,Yes,No,No,No,yes,no,0,0,0,YES,Month-to-Month,Yes,Bank Withdrawal,89.6,6127.6,0.0,0.0,1640.84,7768.44,Churned,Yes,69.0,Competitor,Competitor had better devices
9134-CEQMF,Male,75.0,Yes,No,0.0,United States,California,nice,95464.0,39.12334,-122.838198,2223.0,Q3,Yes,1.0,7.0,offer e,yes,13.63,No,Fiber Optic,27.0,No,NO,No,No,Yes,Yes,No,0,0,2,yes,Month-to-Month,Yes,Bank Withdrawal,89.5,676.7,0.0,0.0,95.41,772.11,Churned,YES,89.0,Dissatisfaction,Network reliability
8519-imdhu,Male,74.0,yes,NO,0.0,United States,California,Alderpoint,95511.0,40.166028,-123.584144,261.0,Q3,Yes,1.0,805.0,NONE,YES,45.25,yes,Cable,22.0,No,No,no,NO,No,Yes,No,0,2,0,Yes,month-to-month,Yes,Bank Withdrawal,544.6,1345.55,0.0,0.0,678.75,2024.3,Churned,Yes,83.0,Competitor,Competitor had better devices
3372-kwfbm,Male,76.0,NO,No,0.0,UNITED STATES,California,bayside,95524.0,40.825486,-124.049485,1689.0,Q3,no,0.0,16.0,None,Yes,19.18,YES,Fiber Optic,22.0,No,No,no,NO,Yes,no,NO,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,86.6,10982.0,0.0,0.0,306.88,1587.88,CHURNED,Yes,81.0,Dissatisfaction,Network reliability
7206-GZCDC,Female,75.0,No,No,0.0,UNITED STATES,CALIFORNIA,Loleta,95551.0,40.665952,-124.240051,1447.0,Q3,No,0.0,1.0,Offer E,yes,29.68,NO,Cable,18.0,NO,no,No,NO,No,No,NO,0,2,3,Yes,Month-to-Month,Yes,Bank Withdrawal,69.25,69.25,0.0,0.0,29.68,98.93,churned,YES,75.0,Attitude,Attitude of support person
1768-ZAIFU,female,74.0,No,No,0.0,UNITED STATES,California,Rio Dell,95562.0,40.485849,,3284.0,Q3,No,0.0,1.0,None,No,0.0,No,Cable,5.0,No,NO,NO,No,No,No,No,0,0,0,yes,Month-to-Month,YES,Bank Withdrawal,25.2,25.2,0.0,0.0,0.0,25.2,CHURNED,Yes,67.0,Competitor,Competitor made better offer
3793-MMFUH,Female,73.0,no,no,0.0,united states,california,DAVIS,95618.0,38.544002,-121.685559,648.0,q3,NO,0.0,13.0,None,Yes,19.03,yes,Fiber Optic,24.0,No,NO,No,No,Yes,Yes,Yes,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,95.05,1290.0,0.0,0.0,247.39,1537.39,churned,YES,90.0,Competitor,Competitor made better offer
6567-HOOPW,FEMALE,69.0,No,No,0.0,United States,California,Folsom,95630.0,38.672638,-121.147403,51855.0,Q3,No,0.0,1.0,None,Yes,20.06,No,fiber optic,24.0,No,No,No,No,Yes,NO,No,1,0,0,YES,Month-to-Month,Yes,Bank Withdrawal,79.2,79.2,0.0,0.0,20.06,99.26,Churned,Yes,76.0,Competitor,Competitor made better offer
8621-mnihh,FEMALE,75.0,Yes,No,0.0,United States,California,Madison,95653.0,38.674276,-121.961866,844.0,Q3,YES,1.0,34.0,None,YES,2.88,Yes,Fiber Optic,4.0,No,yes,Yes,no,No,Yes,No,0,0,0,yes,MONTH-TO-MONTH,Yes,Bank Withdrawal,94.25,3217.55,9898.0,0.0,97.92,3315.4700000000003,churned,Yes,1798.0,Competitor,Competitor had better devices
5419-CONWX,Female,65.0,NO,no,0.0,United States,California,Pleasant Grove,95668.0,38.833554,-121.498102,901.0,Q3,No,0.0,4.0,None,Yes,12.68,No,Fiber Optic,10.0,No,Yes,Yes,No,Yes,yes,Yes,0,0,1,Yes,month-to-month,Yes,Credit Card,99.8,442.85,0.0,0.0,50.72,493.5700000000001,churned,YES,89.0,Competitor,Competitor had better devices
7024-OHCCK,FEMALE,77.0,no,No,6435.0,United States,California,Sheridan,95681.0,38.984756,-121.345074,1219.0,Q3,No,0.0,2.0,NONE,Yes,19.27,Yes,Fiber Optic,18.0,No,No,No,No,Yes,Yes,No,0,0,1,YES,Month-to-Month,YES,Bank Withdrawal,93.85,170.85,0.0,0.0,38.54,209.39,churned,yes,72.0,Other,Poor expertise of online support
5357-TZHPP,Male,67.0,No,No,0.0,United States,CALIFORNIA,Wheatland,95692.0,39.043387,-121.409837,3600.0,q3,No,0.0,9.0,none,Yes,30.8,Yes,Fiber Optic,18.0,No,No,NO,No,No,yes,No,0,0,0,yes,Month-to-Month,Yes,Credit Card,84.4,732.5,0.0,0.0,277.2,1009.7,churned,Yes,83.0,Attitude,Attitude of support person
0506-LVNGN,Female,78.0,No,NO,0.0,United States,California,Rancho Cordova,95742.0,38.591134,-121.161585,299.0,q3,NO,0.0,5.0,none,Yes,42.33,No,Fiber Optic,9.0,No,No,Yes,No,No,No,No,0,0,0,Yes,month-to-month,YES,credit card,75.55,349.65,0.0,0.0,211.65,561.3,CHURNED,Yes,90.0,Competitor,Competitor had better devices
9809-IMGCQ,Male,65.0,No,NO,0.0,UNITED STATES,CALIFORNIA,Canyon Dam,95923.0,40.171312,-121.120605,86.0,Q3,no,0.0,22.0,Offer D,yes,40.18,yes,fiber optic,8.0,No,No,No,No,Yes,YES,yes,0,0,2,No,Month-to-Month,Yes,BANK WITHDRAWAL,96.7,2082.95,0.0,100.0,883.96,3066.91,Churned,Yes,93.0,Competitor,Competitor made better offer
3254-yrilk,male,74.0,no,No,0.0,United States,California,Dobbins,95935.0,39.381174,-121.21191,614.0,Q3,no,0.0,19.0,Offer D,yes,39.97,Yes,Fiber Optic,9.0,No,Yes,No,no,Yes,No,no,0,0,0,Yes,month-to-month,yes,Bank Withdrawal,88.2,1775.8,0.0,0.0,759.43,2535.23,Churned,Yes,69.0,Competitor,Competitor had better devices
0529-ONKER,Male,70.0,NO,NO,0.0,United States,California,FOREST RANCH,95942.0,40.077028,-121.494168,1351.0,Q3,no,0.0,15.0,Offer D,YES,46.38,YES,Fiber Optic,19.0,No,No,No,NO,No,No,NO,0,2,1,Yes,Month-to-Month,NO,bank withdrawal,75.65,1146.65,0.0,0.0,695.7,1842.35,Churned,Yes,96.0,Attitude,Attitude of support person
5240-IJOQT,Male,69.0,No,No,0.0,United States,California,Grass Valley,95949.0,39.099204,-121.137962,17922.0,Q3,No,0.0,1.0,none,yes,11.34,Yes,Fiber Optic,20.0,No,No,no,No,No,NO,No,1,0,0,Yes,Month-to-Month,Yes,BANK WITHDRAWAL,74.7,74.7,0.0,0.0,11.34,86.04,Churned,Yes,88.0,Competitor,Competitor had better devices
0661-xeyan,Female,76.0,no,no,0.0,United States,California,NEVADA CITY,95959.0,39.333737,-120.858667,17269.0,Q3,No,0.0,1.0,None,no,0.0,No,DSL,26.0,No,No,No,No,No,No,NO,0,0,2,NO,Month-to-Month,Yes,Mailed Check,25.8,25.8,0.0,20.0,0.0,45.8,CHURNED,yes,90.0,Competitor,Competitor had better devices
2660-EMUBI,MALE,71.0,No,No,0.0,United States,California,ESCONDIDO,92027.0,33.141265,-116.967221,48690.0,Q3,No,0.0,10.0,OFFER D,Yes,41.37,Yes,Fiber Optic,14.0,No,No,NO,no,yes,Yes,no,2,0,0,Yes,Month-to-Month,Yes,bank withdrawal,95.35,898.35,0.0,0.0,413.7,1312.05,Churned,Yes,75.0,Competitor,Competitor made better offer
7675-ozczg,Female,76.0,No,No,0.0,united states,California,Fallbrook,92028.0,33.362575,-117.299644,42239.0,q3,No,0.0,3.0,none,Yes,30.14,No,DSL,6.0,no,No,NO,No,NO,No,no,0,0,3,NO,MONTH-TO-MONTH,No,bank withdrawal,45.0,127.1,0.0,10.0,90.42,227.52,Churned,Yes,77.0,Competitor,Competitor made better offer
9391-EOYLI,male,77.0,yes,NO,0.0,United States,California,lewiston,96052.0,40.704293,,1845.0,Q3,Yes,1.0,12.0,Offer D,yes,6.97,NO,fiber optic,19.0,no,No,No,No,No,Yes,No,0,0,0,Yes,Month-to-Month,Yes,Bank Withdrawal,80.45,950.2,0.0,0.0,83.64,1033.84,churned,Yes,69.0,Competitor,Competitor made better offer
2761-OCIAX,Male,74.0,No,NO,0.0,United States,California,PALO CEDRO,96073.0,40.582399,-122.195512,4931.0,Q3,No,0.0,2.0,None,Yes,6.51,No,fiber optic,11.0,NO,yes,No,no,No,No,No,0,0,0,Yes,month-to-month,Yes,Bank Withdrawal,74.7,165.4,0.0,0.0,13.02,178.42000000000002,Churned,Yes,81.0,Competitor,Competitor made better offer
3068-omwza,Male,77.0,No,No,0.0,united states,California,Round Mountain,96084.0,40.923558,-122.059933,459.0,Q3,No,0.0,1.0,NONE,Yes,49.6,yes,Fiber Optic,4096.0,no,No,yes,no,Yes,No,No,0,0,0,no,MONTH-TO-MONTH,Yes,Bank Withdrawal,88.8,88.8,0.0,10.0,49.6,148.4,Churned,Yes,91.0,Competitor,Competitor made better offer
4154-AQUGT,Male,76.0,Yes,NO,0.0,united states,California,San Diego,92130.0,32.957195,-117.202542,28201.0,q3,Yes,1.0,13.0,Offer D,Yes,1.47,no,Fiber Optic,5.0,No,Yes,No,Yes,NO,Yes,No,0,0,0,Yes,Month-to-Month,yes,bank withdrawal,89.05,1169.35,0.0,0.0,19.11,1188.4599999999998,Churned,YES,82.0,Competitor,Competitor made better offer
8017-LXHFA,Female,77.0,no,No,0.0,United States,California,SAN DIEGO,92130.0,32.957195,-117.202542,28201.0,Q3,No,,23.0,offer d,Yes,31.17,no,Fiber Optic,23.0,No,Yes,No,No,Yes,Yes,No,0,0,0,Yes,month-to-month,Yes,Bank Withdrawal,94.75,2293.6,0.0,0.0,716.9100000000001,3010.51,churned,Yes,95.0,Competitor,Competitor made better offer
4248-QPAVC,Female,80.0,yes,No,0.0,United States,California,San Diego,92130.0,32.957195,-117.202542,28201.0,Q3,Yes,1.0,17.0,Offer D,Yes,36.82,Yes,Fiber Optic,6.0,Yes,No,Yes,No,No,No,No,3,0,0,Yes,month-to-month,yes,Bank Withdrawal,85.35,1463.45,0.0,0.0,625.94,2089.3900000000003,Churned,Yes,90.0,Competitor,Competitor made better offer
4690-LLKUA,MALE,68.0,No,No,0.0,United States,CALIFORNIA,San Diego,92130.0,32.957195,-117.202542,28201.0,Q3,NO,0.0,17.0,None,Yes,40.93,NO,DSL,2.0,no,No,No,NO,No,No,No,0,0,1,YES,Month-to-Month,yes,Bank Withdrawal,45.05,770.6,0.0,0.0,695.81,1466.41,CHURNED,Yes,93.0,Competitor,Competitor made better offer
9490-DFPMD,Female,79.0,No,No,0.0,United States,California,san diego,92130.0,32.957195,-117.202542,28201.0,Q3,No,0.0,42.0,none,yes,9.53,yes,FIBER OPTIC,17.0,No,No,No,No,yes,No,No,0,0,1,Yes,Month-to-Month,YES,Bank Withdrawal,84.65,3541.35,0.0,0.0,,3941.61,Churned,yes,90.0,Competitor,Competitor made better offer
8580-AECUZ,MALE,65.0,No,no,0.0,United States,California,san diego,92130.0,32.957195,-117.202542,28201.0,q3,No,0.0,1.0,none,yes,42.3,no,Fiber Optic,16.0,NO,no,No,No,Yes,NO,No,0,0,0,YES,Month-to-Month,Yes,Bank Withdrawal,79.1,79.1,0.0,0.0,42.3,121.4,CHURNED,YES,92.0,Competitor,Competitor made better offer
5047-lhvly,Male,68.0,NO,No,0.0,UNITED STATES,CALIFORNIA,san diego,92121.0,32.898613,-117.202937,4258.0,q3,NO,0.0,1.0,OFFER E,Yes,39.78,No,CABLE,12.0,No,No,Yes,No,No,No,No,0,0,0,Yes,month-to-month,Yes,mailed check,50.15,50.15,0.0,0.0,39.78,89.93,Churned,Yes,91.0,Competitor,Competitor made better offer
8375-dkebr,Female,72.0,No,NO,0.0,United States,California,hermosa beach,90254.0,33.86532,-118.396336,18693.0,Q3,No,0.0,1.0,Offer E,Yes,34.51,no,Fiber Optic,15.0,No,No,No,no,No,No,no,0,0,0,YES,Month-to-Month,Yes,Bank Withdrawal,69.6,69.6,0.0,0.0,34.51,104.11,churned,Yes,96.0,Competitor,Competitor had better devices
7279-BUYWN,FEMALE,66.0,no,NO,0.0,United States,CALIFORNIA,Buena Park,90620.0,33.845706,-118.012204,44442.0,Q3,No,0.0,41.0,None,Yes,27.95,yes,Fiber Optic,23.0,YES,YES,YES,No,yes,Yes,YES,0,0,1,Yes,Month-to-Month,YES,Bank Withdrawal,113.2,4689.5,0.0,0.0,1145.95,5835.45,Churned,Yes,89.0,Attitude,Attitude of support person
7156-MHUGY,MALE,68.0,No,No,0.0,united states,CALIFORNIA,buena park,90621.0,33.874224,-117.993368,33528.0,Q3,No,0.0,13.0,None,yes,26.11,No,Fiber Optic,4.0,No,No,No,NO,Yes,YES,YES,0,0,2,no,Month-to-Month,Yes,Bank Withdrawal,90.5,1201.15,29.84,140.0,339.43,1650.7400000000002,CHURNED,yes,76.0,Competitor,Competitor had better devices
9606-PBKBQ,Male,69.0,Yes,No,0.0,UNITED STATES,CALIFORNIA,Long Beach,90813.0,33.781086,-118.199049,63136.0,q3,Yes,1.0,32.0,None,Yes,5.99,YES,Fiber Optic,23.0,No,No,No,No,No,Yes,Yes,0,0,1,YES,Month-to-Month,Yes,Bank Withdrawal,85.0,2642.05,49.57,0.0,191.68,2784.16,churned,Yes,94.0,Attitude,Attitude of support person
3536-IQCTX,Male,76.0,Yes,No,0.0,United States,california,south pasadena,91030.0,34.110444,-118.156957,23984.0,Q3,Yes,1.0,32.0,none,yes,49.6,Yes,Fiber Optic,10.0,No,No,no,no,No,YES,Yes,0,3,0,Yes,month-to-month,No,Bank Withdrawal,85.3,2661.1,0.0,0.0,1587.2,4248.3,Churned,yes,75.0,Competitor,Competitor had better devices
3132-TVFDZ,male,70.0,yes,no,0.0,United States,CALIFORNIA,GLENDALE,91202.0,34.167926,-118.267539,21990.0,Q3,Yes,1.0,57.0,NONE,No,0.0,no,Cable,3.0,No,NO,No,no,Yes,Yes,Yes,2,1,0,YES,Month-to-Month,Yes,bank withdrawal,44.85,10159.95,12.07,0.0,0.0,2560.88,Churned,Yes,82.0,Attitude,Attitude of support person
8080-DDEMJ,Male,71.0,no,No,0.0,United States,California,Glendale,91204.0,34.136306,-118.26036,17015.0,Q3,No,0.0,1.0,offer e,yes,15.28,no,Cable,14.0,No,NO,No,NO,no,No,No,0,0,0,Yes,MONTH-TO-MONTH,no,Bank Withdrawal,45.1,45.1,0.0,0.0,15.28,60.38,Churned,YES,79.0,Attitude,Attitude of support person
6702-OHFWR,male,75.0,no,No,0.0,United States,California,Reseda,91335.0,34.200175,-118.540958,68018.0,Q3,No,0.0,1.0,OFFER E,No,0.0,no,DSL,26.0,No,yes,yes,NO,No,yes,No,0,0,0,yes,MONTH-TO-MONTH,Yes,Bank Withdrawal,43.3,43.3,0.0,0.0,0.0,43.3,CHURNED,Yes,91.0,Other,Poor expertise of online support
4510-PYUSH,FEMALE,67.0,No,no,0.0,United States,california,SYLMAR,91342.0,34.321621,-118.399841,81986.0,Q3,no,0.0,38.0,NONE,Yes,26.1,no,dsl,27.0,YES,Yes,no,no,NO,NO,No,0,0,0,Yes,MONTH-TO-MONTH,YES,credit card,57.15,2250.65,0.0,3818.0,991.8,3242.4500000000003,churned,Yes,75.0,Attitude,Attitude of support person
8840-DQLGN,Female,65.0,YES,NO,0.0,United States,california,Burbank,91502.0,34.177267,-118.31003,11517.0,Q3,yes,1.0,35.0,None,Yes,15.98,YES,Cable,22.0,Yes,yes,NO,YES,Yes,no,NO,0,0,0,YES,Month-to-Month,Yes,Bank Withdrawal,100.5,3653.35,0.0,0.0,559.3000000000001,4212.65,Churned,Yes,81.0,Attitude,Attitude of support person
4193-ORFCL,Female,80.0,No,no,0.0,UNITED STATES,California,North Hollywood,91606.0,34.187599,7516.612875,45358.0,q3,no,0.0,1.0,Offer E,yes,15.24,No,DSL,14.0,No,No,No,No,NO,No,No,0,0,0,YES,month-to-month,No,CREDIT CARD,45.1,45.1,0.0,0.0,15.24,60.34,Churned,Yes,70.0,Competitor,Competitor had better devices
7776-QWNFX,Male,71.0,Yes,No,0.0,United States,CALIFORNIA,Chino,91710.0,33.990646,-117.663025,75319.0,q3,YES,1.0,30.0,none,Yes,4.65,no,DSL,29.0,No,yes,no,No,No,No,no,0,0,0,Yes,MONTH-TO-MONTH,Yes,Bank Withdrawal,50.4,1527.5,,0.0,139.5,1667.0,Churned,Yes,83.0,Attitude,Attitude of support person
6689-TCZHQ,female,70.0,No,no,0.0,UNITED STATES,california,CLAREMONT,91711.0,34.127621,-117.717863,34716.0,Q3,no,0.0,5.0,Offer E,yes,12.27,No,Fiber Optic,20.0,No,No,No,No,No,Yes,No,1,0,0,Yes,Month-to-Month,No,bank withdrawal,78.95,378.4,0.0,0.0,61.35,439.75,Churned,yes,65.0,Attitude,Attitude of support person
9497-qcmms,Male,73.0,NO,No,0.0,United States,California,San Diego,92117.0,32.825086,-117.199424,51213.0,Q3,No,0.0,1.0,Offer E,Yes,30.17,Yes,Fiber Optic,6.0,No,no,No,No,yes,Yes,no,0,0,0,Yes,month-to-month,Yes,Bank Withdrawal,93.55,93.55,0.0,0.0,30.17,,churned,Yes,81.0,Competitor,Competitor made better offer
3424-NMNBO,MALE,78.0,Yes,No,0.0,United States,California,San Diego,92117.0,32.825086,-117.199424,51213.0,q3,YES,1.0,58.0,None,Yes,49.38,Yes,Fiber Optic,19.0,Yes,YES,Yes,No,yes,Yes,no,0,0,0,Yes,One Year,Yes,Bank Withdrawal,108.85,6287.25,0.0,0.0,2864.04,9151.29,churned,Yes,91.0,Competitor,Competitor made better offer
4514-GFCFI,FEMALE,76.0,no,NO,0.0,UNITED STATES,california,San Diego,92117.0,32.825086,-117.199424,51213.0,q3,NO,0.0,16.0,None,yes,17.51,Yes,Fiber Optic,7.0,No,NO,No,No,Yes,No,No,0,0,0,Yes,MONTH-TO-MONTH,Yes,BANK WITHDRAWAL,84.75,1350.15,0.0,0.0,280.16,1630.3100000000002,Churned,Yes,91.0,Attitude,Attitude of support person
8000-REIQB,FEMALE,73.0,No,no,0.0,United States,California,SAN DIEGO,92117.0,32.825086,-117.199424,51213.0,q3,No,0.0,1.0,Offer E,Yes,22.5,NO,FIBER OPTIC,27.0,No,No,No,NO,NO,NO,No,0,3,0,No,Month-to-Month,Yes,Bank Withdrawal,69.95,69.95,0.0,10.0,22.5,102.45,churned,yes,94.0,Competitor,Competitor made better offer
4795-KTRTH,female,68.0,Yes,NO,0.0,united states,california,SAN DIEGO,100962.0,32.85723,-117.209774,34902.0,Q3,YES,1.0,3939.0,offer e,yes,47.28,yes,Fiber Optic,11.0,No,yes,No,NO,No,no,no,0,0,0,no,Month-to-Month,Yes,Bank Withdrawal,81.0,371.65,40.64,10.0,236.4,577.41,CHURNED,Yes,9136.0,Competitor,Competitor made better offer
9961-JBNMK,Male,79.0,NO,No,0.0,united states,California,DESERT CENTER,92239.0,33.889605,-115.257009,964.0,Q3,No,0.0,21.0,none,YES,42.27,no,FIBER OPTIC,7.0,no,NO,Yes,NO,Yes,YES,No,0,0,2,YES,MONTH-TO-MONTH,Yes,Bank Withdrawal,96.8,2030.3,10.2,0.0,887.6700000000001,2907.77,churned,yes,87.0,Dissatisfaction,Product dissatisfaction
6179-GJPSO,Female,67.0,No,No,0.0,United States,California,Escondido,92027.0,33.141265,-116.967221,48690.0,Q3,No,0.0,43.0,None,yes,31.83,NO,Fiber Optic,10.0,yes,Yes,No,Yes,Yes,YES,No,0,0,0,YES,Month-to-Month,Yes,Credit Card,108.15,4600.7,0.0,0.0,1368.6899999999998,5969.389999999999,Churned,Yes,86.0,Competitor,Competitor made better offer
8290-YWKHZ,Female,69.0,Yes,No,0.0,United States,California,Fallbrook,92028.0,33.362575,-117.299644,42239.0,Q3,Yes,1.0,32.0,None,Yes,33.74,Yes,Fiber Optic,6.0,No,NO,No,no,Yes,Yes,No,2,0,2,Yes,Month-to-Month,Yes,Bank Withdrawal,93.2,2931.0,17.88,0.0,1079.68,3992.8,CHURNED,Yes,90.0,Competitor,Competitor made better offer
8051-HJRLT,Female,72.0,No,No,0.0,united states,California,WRIGHTWOOD,92397.0,34.358321,-117.618263,4253.0,q3,no,0.0,1.0,Offer E,Yes,18.2,No,Fiber Optic,13.0,No,NO,no,No,No,No,No,0,0,0,YES,Month-to-Month,YES,Bank Withdrawal,70.55,70.55,0.0,0.0,2805.2,88.75,Churned,Yes,82.0,Attitude,Attitude of service provider
4021-rqsny,Male,75.0,Yes,No,0.0,United States,california,Moreno Valley,92555.0,33.907361,-117.109972,12743.0,Q3,Yes,1.0,29.0,None,Yes,25.78,Yes,Fiber Optic,28.0,No,No,Yes,no,yes,Yes,Yes,0,0,0,NO,Month-to-Month,YES,bank withdrawal,98.5,3004.15,37.55,40.0,747.62,3754.22,CHURNED,Yes,72.0,Attitude,Attitude of service provider
9061-TIHDA,Male,67.0,Yes,no,0.0,United States,California,Murrieta,92563.0,33.581045,-117.14719,18311.0,Q3,Yes,1.0,13.0,NONE,Yes,31.7,Yes,Cable,6.0,No,No,no,No,Yes,Yes,Yes,0,1,0,Yes,Month-to-Month,Yes,Bank Withdrawal,,1233.65,48.09,0.0,412.1,1597.66,Churned,Yes,90.0,Competitor,Competitor had better devices
8699-asufo,Male,72.0,Yes,NO,0.0,united states,CALIFORNIA,NUEVO,92567.0,33.82769,-117.102244,7344.0,Q3,YES,1.0,7.0,None,Yes,8.92,Yes,Fiber Optic,17.0,NO,no,No,No,NO,No,No,0,0,1,Yes,MONTH-TO-MONTH,Yes,credit card,74.4,527.9,32.46,0.0,62.44,557.88,Churned,Yes,96.0,Attitude,Attitude of service provider
4695-WJZUE,Female,68.0,NO,NO,0.0,United States,CALIFORNIA,Irvine,92606.0,33.703976,-117.824172,17621.0,Q3,NO,0.0,2.0,none,YES,21.57,YES,Fiber Optic,28.0,No,No,Yes,No,NO,Yes,yes,1,0,0,Yes,Month-to-Month,Yes,bank withdrawal,88.55,179.25,0.0,0.0,43.14,222.39,Churned,Yes,80.0,Competitor,Competitor had better devices
